"left","right","level","lower_bound","upper_bound","variance_lower_bound","band_lipschitz","positive","negative","outer","limit_hit","depth_limit_hit","node_limit_hit","variance_unresolved_at_limit","statistical_unresolved_at_limit","reason"
0.295,0.2975,0,0.0165903535416995,0.0337159729047759,0.133139734893206,0.35623934377618,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.2975,0.3,0,0.0167740792864945,0.034106744939134,0.136377273623492,0.360529748693251,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3,0.3025,0,0.0169599028634615,0.0345022790305551,0.139696185799805,0.364873707551585,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3025,0.305,0,0.017147848935638,0.034902635845375,0.143098577280275,0.369271910056534,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.305,0.3075,0,0.0173379424640681,0.0353078768515994,0.146586609811443,0.37372505503524,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3075,0.31,0,0.0175302087114944,0.0357180643298072,0.150162502543692,0.378233850560002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.31,0.3125,0,0.0177246732460966,0.0361332613842048,0.153828533588522,0.382799014073348,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3125,0.315,0,0.0179213619452774,0.0365535319538342,0.157587041618841,0.387421272514833,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.315,0.3175,0,0.0181203009994963,0.0369789408239378,0.161440427513487,0.392101362449575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3175,0.32,0,0.018321516916152,0.0374095536374802,0.165391156047208,0.396840030198576,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.32,0.3225,0,0.0185250365235142,0.0378454369068312,0.169441757627391,0.401638031970832,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3225,0.325,0,0.0187308869747046,0.0382866580256114,0.173594830078837,0.406496133997269,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.325,0.3275,0,0.0189390957517289,0.0387332852807025,0.177853040477946,0.411415112666533,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3275,0.33,0,0.0191496906695594,0.0391853878644248,0.18221912703769,0.416395754662639,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.33,0.3325,0,0.0193626998802703,0.0396430358868851,0.18669590104481,0.421438857104537,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3325,0.335,0,0.0195781518772239,0.0401063003884958,0.1912862488507,0.4265452276876,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.335,0.3375,0,0.0197960754993115,0.0405752533526693,0.195993133917483,0.431715684827056,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3375,0.34,0,0.0200164999352468,0.0410499677186885,0.200819598920849,0.436951057803422,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.34,0.3425,0,0.0202394547279145,0.0415305173947581,0.205768767911235,0.442252186909925,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3425,0.345,0,0.0204649697787738,0.0420169772712362,0.210843848534999,0.447619923601978,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.345,0.3475,0,0.0206930753523179,0.0425094232340526,0.216048134317273,0.453055130648717,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3475,0.35,0,0.0209238020805899,0.0430079321783126,0.221385007008243,0.458558682286626,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.35,0.3525,0,0.0211571809677561,0.0435125820220917,0.226857938994626,0.464131464375299,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3525,0.355,0,0.0213932433947379,0.0440234517204226,0.232470495778205,0.469774374555346,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.355,0.3575,0,0.0216320211239011,0.0445406212794777,0.238226338523288,0.475488322408493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3575,0.36,0,0.0218735463038067,0.0450641717709494,0.244129226675064,0.481274229619889,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.36,0.3625,0,0.0221178514740205,0.0455941853466316,0.250183020650824,0.487133030142665,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3625,0.365,0,0.0223649695699843,0.0461307452532053,0.256391684606139,0.493065670364769,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.365,0.3675,0,0.0226149339279494,0.04667393584723,0.262759289278089,0.499073109278116,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3675,0.37,0,0.0228677782899721,0.0472238426103459,0.269290014907719,0.505156318650071,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.37,0.3725,0,0.0231235368089736,0.0477805521646875,0.275988154243982,0.511316283197319,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3725,0.375,0,0.0233822440538629,0.0483441522885137,0.282858115631451,0.517554000762133,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.375,0.3775,0,0.0236439350147267,0.0489147319320564,0.289904426184173,0.523870482491097,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3775,0.38,0,0.0239086451080834,0.0494923812335907,0.297131735048119,0.530266753016296,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.38,0.3825,0,0.0241764101822052,0.0500771915357302,0.304544816754714,0.536743850639025,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3825,0.385,0,0.0244472665225079,0.0506692554019503,0.312148574668039,0.543302827516041,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.385,0.3875,0,0.0247212508570082,0.0512686666333436,0.319948044528353,0.549944749848402,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3875,0.39,0,0.0249984003618517,0.0518755202856088,0.32794839809467,0.556670698072923,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.39,0.3925,0,0.0252787526669108,0.0524899126862786,0.336154946889186,0.563481767056291,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3925,0.395,0,0.0255623458614539,0.053111941452189,0.344573146046451,0.570379066291875,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.395,0.3975,0,0.0258492184998865,0.0537417055071928,0.353208598270261,0.577363720099263,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.3975,0.4,0,0.026139409607566,0.0543793051001222,0.36206705790131,0.584436867826577,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4,0.4025,0,0.0264329586866902,0.0550248418230028,0.37115443509876,0.591599664055591,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4025,0.405,0,0.0267299057222608,0.0556784186295236,0.380476800138947,0.598853278809704,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.405,0.4075,0,0.0270302911881236,0.0563401398537652,0.390040387834573,0.606198897764793,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4075,0.41,0,0.0273341560530845,0.0570101112291923,0.399851602077769,0.613637722463014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.41,0.4125,0,0.0276415417871043,0.057688439907911,0.409917020510588,0.621170970529552,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4125,0.415,0,0.0279524903675725,0.0583752344801981,0.420243399326516,0.628799875892404,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.415,0.4175,0,0.0282670442856608,0.0590706049943034,0.430837678206745,0.636525689005202,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4175,0.42,0,0.0285852465527579,0.0597746629765314,0.441706985395032,0.644349677073153,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.42,0.4225,0,0.0289071407069861,0.0604875214516032,0.452858642915096,0.652273124282099,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4225,0.425,0,0.0292327708198011,0.0612092949633069,0.464300171934583,0.66029733203079,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.425,0.4275,0,0.0295621815026769,0.0619400995954361,0.476039298279805,0.668423619166365,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4275,0.43,0,0.0298954179138742,0.0626800529930244,0.488083958105517,0.676653322223126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.43,0.4325,0,0.0302325257652973,0.0634292743838771,0.500442303724168,0.684987795664634,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4325,0.435,0,0.0305735513294368,0.0641878846004068,0.513122709599148,0.693428412129169,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.435,0.4375,0,0.0309185414464025,0.0649560061017756,0.526133778506725,0.701976562678618,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4375,0.44,0,0.0312675435310445,0.0657337629963489,0.539484347871463,0.710633657050821,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.44,0.4425,0,0.0316206055801668,0.0665212810644653,0.553183496280083,0.719401123915442,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4425,0.445,0,0.0319777761798323,0.0673186877815269,0.567240550178842,0.728280411133396,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.445,0.4475,0,0.032339104512761,0.0681261123414148,0.581665090759672,0.737272986019902,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4475,0.45,0,0.0327046403658233,0.0689436856802342,0.596466961040474,0.746380335611193,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.45,0.4525,0,0.0330744341376286,0.0697715405003942,0.61165627314509,0.755603966934955,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4525,0.455,0,0.0334485368462114,0.0706098112950262,0.627243415788672,0.764945407284529,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.455,0.4575,0,0.0338270001368154,0.0714586343727474,0.643239061974312,0.774406204496946,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4575,0.46,0,0.034209876289777,0.0723181478827723,0.659654176906957,0.783987927234831,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.46,0.4625,0,0.03459721822851,0.0731884918403786,0.676500026130837,0.793692165272254,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4625,0.465,0,0.0349890795275924,0.0740698081527325,0.69378818389678,0.803520529784556,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.465,0.4675,0,0.0353855144209564,0.0749622406450775,0.711530541765996,0.813474653642235,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4675,0.47,0,0.0357865778101835,0.0758659350872933,0.7297393174571,0.823556191708927,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.47,0.4725,0,0.0361923252729058,0.0767810392208288,0.748427063943309,0.833766821143548,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4725,0.475,0,0.0366028130713145,0.0777077027860154,0.767606678807014,0.844108241706664,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.475,0.4775,0,0.0370180981607777,0.0786460775497664,0.787291413859049,0.854582176071131,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4775,0.48,0,0.0374382381985687,0.0795963173336659,0.807494885030283,0.865190370137086,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.48,0.4825,0,0.0378632915527053,0.0805585780424563,0.828231082543286,0.875934593351332,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4825,0.485,0,0.0382933173109035,0.0815330176929262,0.849514381372155,0.886816639031195,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.485,0.4875,0,0.0387283752896448,0.0825197964432082,0.871359551998688,0.8978383246929,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4875,0.49,0,0.0391685260433605,0.0835190766224885,0.893781771473476,0.90900149238455,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.49,0.4925,0,0.0396138308737331,0.0845310227611391,0.916796634790589,0.920308009023756,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4925,0.495,0,0.0400643518391177,0.0855558016212727,0.940420166584911,0.931759766739987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.495,0.4975,0,0.0405201517640831,0.0865935822277325,0.964668833161333,0.943358683221721,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.4975,0.5,0,0.0409812942490765,0.0876445358995182,0.989559554865359,0.955106702068445,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5,0.5025,0,0.0414478436802107,0.0887088362816572,1.01510971880493,0.967005793147583,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5025,0.505,0,0.0419198652391785,0.089786659377527,1.0413371919335,0.97905795295643,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.505,0.5075,0,0.0423974249132927,0.090878183581634,1.06826033450486,0.991265204989141,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5075,0.51,0,0.0428805895056559,0.0919835897128567,1.0958980139102,1.00362960010887,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.51,0.5125,0,0.0433694266454603,0.0931030610481601,1.12426961890863,1.01615321692512,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5125,0.515,0,0.04386400479842,0.0942367833567858,1.15339507426223,1.02883816217638,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.515,0.5175,0,0.0443643932773375,0.0953849449349273,1.18329485578749,1.04168657111812,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5175,0.52,0,0.0448706622528045,0.0965477366408966,1.21399000583494,1.05470060791621,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.52,0.5225,0,0.0453828827640418,0.0977253519307883,1.24550214920936,1.06788246604592,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5225,0.525,0,0.0459011267298771,0.0989179868946491,1.27785350954328,1.08123436869641,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.525,0.5275,0,0.0464254669598649,0.10012584029316,1.31106692613676,1.09475856918098,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5275,0.53,0,0.046955977165548,0.101349113594838,1.3451658712769,1.10845735135304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.53,0.5325,0,0.0474927319718645,0.102588011013768,1.38017446805093,1.12233303002791,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5325,0.535,0,0.0480358069287011,0.103842739547863,1.41611750866704,1.13638795141057,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.535,0.5375,0,0.0485852785225954,0.105113509017674,1.45302047329764,1.15062449352936,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5375,0.54,0,0.0491412241885875,0.106400532105749,1.49090954946,1.16504506667581,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.54,0.5425,0,0.0497037223222247,0.107704024396544,1.52981165194999,1.17965211385064,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5425,0.545,0,0.0502728522917205,0.109024204416911,1.56975444334459,1.19444811121601,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.545,0.5475,0,0.0508486944502698,0.110361293677151,1.61076635508976,1.20943556855414,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5475,0.55,0,0.0514313301485226,0.111715516712656,1.65287660919055,1.22461702973236,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.55,0.5525,0,0.0520208417472176,0.113087101126137,1.69611524052076,1.23999507317465,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5525,0.555,0,0.0526173126299789,0.114476277630459,1.74051311977005,1.25557231233993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.555,0.5575,0,0.0532208272162774,0.115883280092077,1.78610197704698,1.27135139620692,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5575,0.56,0,0.0538314709745584,0.117308345575092,1.83291442615684,1.28733500976595,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.56,0.5625,0,0.0544493304355384,0.118751714385935,1.88098398957384,1.30352587451756,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5625,0.565,0,0.055074493205673,0.120213630118681,1.93034512412762,1.31992674897824,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.565,0.5675,0,0.0557070479807983,0.121694339701014,1.98103324742485,1.33654042919317,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5675,0.57,0,0.0563470845599482,0.123194093440839,2.03308476502714,1.35336974925627,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.57,0.5725,0,0.0569946938593483,0.124713145073561,2.08653709840704,1.37041758183745,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5725,0.575,0,0.0576499679265914,0.126251751810033,2.14142871370474,1.38768683871742,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.575,0.5775,0,0.0583129999549951,0.12781017438519,2.19779915130866,1.40518047132994,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5775,0.58,0,0.0589838842981445,0.129388677107372,2.25568905628366,1.42290147131167,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.58,0.5825,0,0.0596627164846213,0.130987527908349,2.31514020967151,1.44085287105988,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5825,0.585,0,0.0603495932329237,0.13260699839406,2.37619556068877,1.45903774429792,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.585,0.5875,0,0.0610446124665784,0.134247363896073,2.43889925984828,1.47745920664867,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5875,0.59,0,0.0617478733294473,0.135908903523776,2.50329669303073,1.49612041621611,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.59,0.5925,0,0.0624594762012307,0.137591900217316,2.56943451653408,1.515024574175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5925,0.595,0,0.0631795227131712,0.139296640801283,2.63736069312903,1.53417492536901,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.595,0.5975,0,0.0639081157639601,0.141023416039174,2.70712452914983,1.55357475891711,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.5975,0.6,0,0.0646453595358488,0.142772520688614,2.77877671265028,1.57322740882866,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6,0.6025,0,0.0653913595109668,0.14454425355738,2.85236935265603,1.59313625462706,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6025,0.605,0,0.0661462224878521,0.146338917560215,2.92795601954474,1.61330472198229,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.605,0.6075,0,0.0669100565981931,0.148156819776453,3.00559178658712,1.63373628335227,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6075,0.61,0,0.0676829713237878,0.149998271508471,3.08533327268227,1.65443445863339,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.61,0.6125,0,0.0684650775137211,0.151863588340963,3.16723868632213,1.67540281582008,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6125,0.615,0,0.0692564874017633,0.153753090201074,3.25136787082077,1.69664497167382,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.615,0.6175,0,0.0700573146239939,0.155667101419381,3.33778235084514,1.7181645924015,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6175,0.62,0,0.0708676742366527,0.157605950791749,3.4265453802852,1.73996539434341,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
